"c_npc_instance","subtitle_de","subtitle_pl","subtitle_name","dialogue_instance_name"
"NONE_11000_Recker","Ich sagte übermorgen, nicht irgendwann.","Mówiłem, że pojutrze, a nie kiedyś tam.","DIA_Recker_ATAKJUJ_03_04","DIA_Recker_ATAKJUJ"
"NONE_11000_Recker","Betritt das Zelt, ich erkläre dir den Angriffsplan, und los geht's.","Wejdź do namiotu, wyjaśnię ci plan ataku i ruszamy.","DIA_Recker_ATAKJUJ_03_05","DIA_Recker_ATAKJUJ"
"NONE_11000_Recker","Warum störst du mich?","I po co mi zawracałeś głowę?","DIA_Recker_TOOLATE_03_01","DIA_Recker_TOOLATE"
"PC_HERO","Aber ich wollte den…","Ale to ty…","DIA_Recker_TOOLATE_15_02","DIA_Recker_TOOLATE"
"NONE_11000_Recker","Wir haben es ohne dich geschafft!","Poradziliśmy sobie bez ciebie!","DIA_Recker_TOOLATE_03_03","DIA_Recker_TOOLATE"
"NONE_11000_Recker","Nun, da wären wir. Wir werden bald angreifen.","No to jesteśmy na miejscu, niedługo atakujemy.","DIA_ReckerAmbush_AMBUSHPRESTART1_03_01","DIA_ReckerAmbush_AMBUSHPRESTART1"
"PC_HERO","Auf was warten wir?","Na co czekamy?","DIA_ReckerAmbush_AMBUSHPRESTART1_15_02","DIA_ReckerAmbush_AMBUSHPRESTART1"
"NONE_11000_Recker","Ich habe einen Späher losgeschickt, um zu sehen, ob die Banditen von uns wissen.","Wysłałem zwiadowcę, aby sprawdził, czy bandyci o nas wiedzą.","DIA_ReckerAmbush_AMBUSHPRESTART1_03_03","DIA_ReckerAmbush_AMBUSHPRESTART1"
"NONE_11000_Recker","Gehe zu ihm und lassen dich von ihm über die Situation informieren.","Idź do niego i niech zapozna cię z sytuacją.","DIA_ReckerAmbush_AMBUSHPRESTART1_03_04","DIA_ReckerAmbush_AMBUSHPRESTART1"
"PC_HERO","Und er kann nicht selbst hierher zurückkommen?","A on sam nie może tu wrócić?","DIA_ReckerAmbush_AMBUSHPRESTART1_15_05","DIA_ReckerAmbush_AMBUSHPRESTART1"
"NONE_11000_Recker","Er ist ein junger Rekrut. Sagen wir einfach, er ist ein bisschen Dumm, also weiß er wahrscheinlich nicht, wann er zurück kommen soll.","To młody chłopak, rekrut. Powiedzmy, że jest lekkim gamoniem, więc pewnie nie wie kiedy ma wrócić.","DIA_ReckerAmbush_AMBUSHPRESTART1_03_06","DIA_ReckerAmbush_AMBUSHPRESTART1"
"PC_HERO","Warum hast du einen Anfänger als Späher geschickt?","Czemu wysłałeś gamonia jako zwiadowcę?","DIA_ReckerAmbush_AMBUSHPRESTART1_15_07","DIA_ReckerAmbush_AMBUSHPRESTART1"
"NONE_11000_Recker","Niemand sonst wollte alleine im Regen stehen, und er wollte sich beweisen.","Nikt inny nie chciał stać samemu w deszczu, a on chciał się wykazać.","DIA_ReckerAmbush_AMBUSHPRESTART1_03_08","DIA_ReckerAmbush_AMBUSHPRESTART1"
"NONE_11000_Recker","Geh zu ihm.","Także idź do niego.","DIA_ReckerAmbush_AMBUSHPRESTART1_03_09","DIA_ReckerAmbush_AMBUSHPRESTART1"
"PC_HERO","Wo finde ich ihn?","Gdzie go znajdę?","DIA_ReckerAmbush_AMBUSHPRESTART1_15_10","DIA_ReckerAmbush_AMBUSHPRESTART1"
"NONE_11000_Recker","In der Nähe, auf der rechten Seite, siehst du ihn.","Niedaleko, po prawej stronie, zobaczysz go.","DIA_ReckerAmbush_AMBUSHPRESTART1_03_11","DIA_ReckerAmbush_AMBUSHPRESTART1"
"NONE_11000_Recker","Ich kann ihn nicht rufen, die Banditen könnten es hören.","Nie mogę go zawołać, bandyci mogą to usłyszeć.","DIA_ReckerAmbush_AMBUSHPRESTART1_03_12","DIA_ReckerAmbush_AMBUSHPRESTART1"
"NONE_11000_Recker","Und?","I co?","DIA_ReckerAmbush_AMBUSHPRESTART2_03_01","DIA_ReckerAmbush_AMBUSHPRESTART2"
"PC_HERO","Die Banditen rechnen nicht mit uns, aber sie sind zahlenmäßig stark im Vorteil. Wir können angreifen.","Bandyci się nas nie spodziewają, ale mają sporą przewagę liczebną. Możemy atakować.","DIA_ReckerAmbush_AMBUSHPRESTART2_15_02","DIA_ReckerAmbush_AMBUSHPRESTART2"
"NONE_11000_Recker","Gut gemacht.","Dobra robota.","DIA_ReckerAmbush_AMBUSHPRESTART2_03_03","DIA_ReckerAmbush_AMBUSHPRESTART2"
"NONE_11000_Recker","Kleiner, du bleibst hier, pass auf den Talausgang auf.","Młody, zostajesz tutaj, pilnuj wyjścia z doliny.","DIA_ReckerAmbush_AMBUSHPRESTART2_03_04","DIA_ReckerAmbush_AMBUSHPRESTART2"
"PC_HERO","Lass es dir zeigen.","Niech się wykaże.","DIA_ReckerAmbush_AMBUSHPRESTART2_15_05","DIA_ReckerAmbush_AMBUSHPRESTART2"
"NONE_11000_Recker","Lass ihn vorerst Erfahrung sammeln, der Kampf gegen Banditen ist zu schwierig für einen Anfänger wie ihn!","Na razie to niech zbiera doświadczenie, walka z bandytami to zbyt trudna sprawa dla takiego żółtodzioba jak on!","DIA_ReckerAmbush_AMBUSHPRESTART2_03_06","DIA_ReckerAmbush_AMBUSHPRESTART2"
"PC_HERO","Sonst lernt er nichts.","Inaczej niczego się nie nauczy.","DIA_ReckerAmbush_AMBUSHPRESTART2_A1_15_01","DIA_ReckerAmbush_AMBUSHPRESTART2_A1"
"PC_HERO","Ein solcher Kampf mit Banditen wird ihm viel Erfahrung geben. Wer weiß, wann er wieder die Gelegenheit dazu bekommt.","Taka bitwa z bandytami da mu ogromne doświadczenie. Kto wie, kiedy będzie miał okazję to powtórzyć.","DIA_ReckerAmbush_AMBUSHPRESTART2_A1_15_02","DIA_ReckerAmbush_AMBUSHPRESTART2_A1"
"NONE_11000_Recker","Lass es sein, aber behalte alles im Auge.","Niech będzie, ale pilnuj go.","DIA_ReckerAmbush_AMBUSHPRESTART2_A1_03_03","DIA_ReckerAmbush_AMBUSHPRESTART2_A1"
"PC_HERO","Du hast Recht, lass es bleiben.","Masz rację, niech zostanie.","DIA_ReckerAmbush_AMBUSHPRESTART2_A2_15_01","DIA_ReckerAmbush_AMBUSHPRESTART2_A2"
"NONE_11000_Recker","Genau, es wird die Zeit kommen, in der er an Schlachten teilnimmt.","Dokładnie, jeszcze przyjdzie pora aby brał udział w bitwach.","DIA_ReckerAmbush_AMBUSHPRESTART2_A2_03_02","DIA_ReckerAmbush_AMBUSHPRESTART2_A2"
"NONE_11000_Recker","Jungs, Stellung beziehen!","Młody, na pozycje!","DIA_ReckerAmbush_AMBUSHPRESTART2_A2_03_03","DIA_ReckerAmbush_AMBUSHPRESTART2_A2"
"NONE_11000_Recker","Der Plan ist euch bekannt. Wer nicht zugehört hat, macht einfach, was die anderen machen.","Plan jest wam znany. Kto nie słuchał, niech robi to, co inni.","DIA_ReckerAmbush_STARTMARCH_03_01","DIA_ReckerAmbush_STARTMARCH"
"NONE_11000_Recker","Nachdem der Kampf gewonnen ist, kommen natürlich alle zu mir.","Po oczywiście wygranej walce wszyscy stawiają się u mnie.","DIA_ReckerAmbush_STARTMARCH_03_02","DIA_ReckerAmbush_STARTMARCH"
"NONE_11000_Recker","Lasst uns gehen!","Ruszamy!","DIA_ReckerAmbush_STARTMARCH_03_03","DIA_ReckerAmbush_STARTMARCH"
"NONE_11000_Recker","Das ist der Unterschied zwischen disziplinierten Truppen und einer ungeordneten Banditenbande!","Na tym polega różnica między zdyscyplinowanymi oddziałami, a bezładną zgrają bandytów!","DIA_ReckerAmbush_AFTERWIN_03_01","DIA_ReckerAmbush_AFTERWIN"
"NONE_11000_Recker","Wir beschlagnahmen, was einen gewissen Wert hat, verstecken die Leichen und kehren zurück.","Rekwirujemy to, co ma jakąś wartość, chowamy ciała i wracamy.","DIA_ReckerAmbush_AFTERWIN_03_02","DIA_ReckerAmbush_AFTERWIN"
"NONE_11000_Recker","Lord Tameron kennt die Leute.","Lord Tameron zna się na ludziach.","DIA_Recker_REWARD_03_01","DIA_Recker_REWARD"
"NONE_11000_Recker","Die Zuschauer können deine Siege in Ruhe weiter verfolgen.","Widzowie będą mogli dalej w spokoju oglądać twoje zwycięstwa.","DIA_Recker_REWARD_03_02","DIA_Recker_REWARD"
"NONE_11000_Recker","Und das sind die versprochenen dreitausend Goldstücke.","A to obiecane trzy tysiące sztuk złota.","DIA_Recker_REWARD_03_03","DIA_Recker_REWARD"
"NONE_11000_Recker","Aber das ist nicht alles. Warte.","Ale to nie wszystko. Poczekaj.","DIA_Recker_REWARD_03_04","DIA_Recker_REWARD"
"NONE_11000_Recker","Wir waren nicht allein in diesem Kampf, wir hatten dich. Ohne dich hätten wir viel größere Verluste erleiden können.","W tej bitwie nie byliśmy sami, mieliśmy ciebie. Gdyby nie ty, moglibyśmy ponieść o wiele większe straty.","DIA_Recker_REWARD_03_05","DIA_Recker_REWARD"
"NONE_11000_Recker","Für deine besonderen Leistungen in dieser Schlacht, dafür, dass du so viele Banditen besiegt hast, verleihe ich dir den Rang eines Unteroffiziers.","Za szczególne osiągnięcia w tej bitwie, za pokonanie aż tylu bandytów, nadaję ci rangę sierżanta.","DIA_Recker_REWARD_03_06","DIA_Recker_REWARD"
"NONE_11000_Recker","Zusammen mit deinem Rang habe ich eine Rüstung für dich, die deinen Status mit Würde repräsentiert.","Wraz z rangą mam dla ciebie pancerz, który będzie godnie reprezentował twój status.","DIA_Recker_REWARD_03_07","DIA_Recker_REWARD"
"NONE_11000_Recker","Trage es mit Stolz. Ich hoffe, es hilft dir bei deinem Abenteuer in der Arena.","Noś go z dumą. Mam nadzieję, że pomoże ci w twojej przygodnie na arenie.","DIA_Recker_REWARD_03_08","DIA_Recker_REWARD"
"PC_HERO","Aber was meinst du damit, dass ein Gladiator ein Unteroffizier in der königlichen Armee werden kann? Widersprechen sich die beiden Stände nicht?","Ale jak to? Gladiator może zostać sierżantem armii Królewskiej? Czy te dwa statusy się nie gryzą?","DIA_Recker_REWARD_15_09","DIA_Recker_REWARD"
"NONE_11000_Recker","Natürlich kann ich dich - wenn du das möchtst - nicht von deiner Rolle als Gladiator im Turnier entbinden.","Oczywiście, nie mogę uwolnić cię - o ile tego byś chciał - z twojej roli jako Gladiatora w turnieju.","DIA_Recker_REWARD_03_10","DIA_Recker_REWARD"
"NONE_11000_Recker","Als Zivilist bekommt man den Dienstgrad Unteroffizier, wenn man in der Armee gedient hat.","Rangę sierżanta otrzymujesz jako cywil, jeżeli kiedykolwiek wstąpiłbyś do służby, zaczynałbyś od niej.","DIA_Recker_REWARD_03_11","DIA_Recker_REWARD"
"NONE_11000_Recker","Es ist wie wenn ein Soldat in den Ruhestand geht. Er ist kein aktiver Soldat mehr in der Armee, aber der Rang bleibt ihm für den Rest seines Lebens erhalten.","To jest coś na zasadzie, gdy żołnierz idzie na emeryturę. Nie jest już aktywnym służbistą w armii, ale ranga zostaje mu do końca życia.","DIA_Recker_REWARD_03_12","DIA_Recker_REWARD"
"NONE_11000_Recker","Bei dir ist es umgekehrt, du hast deinen Rang erhalten, bevor du den Dienst beigetreten bist, wenn du ihn überhaupt beitreten wirst.","U ciebie jest na odwrót, rangę dostałeś przed wstąpieniem do służby, o ile w ogóle do niej wstąpisz.","DIA_Recker_REWARD_03_13","DIA_Recker_REWARD"
"NONE_11000_Recker","Es ist Zeit für uns. Nochmals vielen Dank für deine Hilfe, du bist ein großartiger Kämpfer!","Pora na nas. Jeszcze raz ci dziękuję za pomoc, jesteś świetnym wojownikiem!","DIA_Recker_REWARD_03_14","DIA_Recker_REWARD"
"PC_HERO","Danke!","Dzięki!","DIA_Recker_REWARD_15_15","DIA_Recker_REWARD"
"PC_HERO","Wir müssen reden.","Musimy porozmawiać.","DIA_Recker_WAZNE_15_01","DIA_Recker_WAZNE"
"NONE_11000_Recker","Worüber willst du reden, Romulus?","O czym chcesz rozmawiać Romulusie?","DIA_Recker_WAZNE_03_02","DIA_Recker_WAZNE"
"PC_HERO","Über die aktuelle Situation im Land.","O obecnej sytuacji w kraju.","DIA_Recker_WAZNE_15_03","DIA_Recker_WAZNE"
"NONE_11000_Recker","Lass hören.","Gladiator chce rozmawiać o sytuacji w kraju? Co prawda pomogłeś nam i zacząłem traktować cię jak podwładnego.","DIA_Recker_WAZNE_03_04","DIA_Recker_WAZNE"
"PC_HERO","Als Kommandant wisst Ihr sicher, welche Bedrohung auf uns wartet. Banditen, Armeen der benachbarten Königreiche..","Sam pewnie jako dowódca wiesz, jak bardzo jesteśmy zagrożeni. Bandyci, armie sąsiadnich królestw..","DIA_Recker_WAZNE_15_05","DIA_Recker_WAZNE"
"NONE_11000_Recker","Das ist mir sehr wohl bewusst, du musst es mir nicht erklären, Gladiator!","Doskonale zdaję sobie z tego sprawę, nie musisz mi tego tłumaczyć Gladiatorze!","DIA_Recker_WAZNE_03_06","DIA_Recker_WAZNE"
"NONE_11000_Recker","Sag mir einfach, was kann ich dagegen tun?","Ale co ty możesz wiedzieć o obcych armiach? I co mogę z tym zrobić?","DIA_Recker_WAZNE_03_07","DIA_Recker_WAZNE"
"PC_HERO","Du? Sehr viel, du merkst es nur nicht.","Ty? Bardzo dużo, tylko nie zdajesz sobie z tego sprawy.","DIA_Recker_WAZNE_15_08","DIA_Recker_WAZNE"
"NONE_11000_Recker","Ist das richtig? Du sprichst in einem Ton, als ob du dir deiner Sache sehr sicher wärst.","Czyżby? Mówisz takim tonem, jakbyś był bardzo pewny swego.","DIA_Recker_WAZNE_03_09","DIA_Recker_WAZNE"
"PC_HERO","Rezenhart wird dieses Land in die Katastrophe führen…","Rezenhart doprowadzi ten kraj do klęski…","DIA_Recker_WAZNE_15_10","DIA_Recker_WAZNE"
"NONE_11000_Recker","Bist du nicht zu mutig, den Namen des Königs bei einem seiner Kommandeure herauszufordern?","A ty nie jesteś przypadkiem zbyt odważny, podważając imię Króla przed jednym z jego dowódców?","DIA_Recker_WAZNE_03_11","DIA_Recker_WAZNE"
"NONE_11000_Recker","Was auch immer Rezenhart macht, er ist der König, der Treueschwur ist heilig.","Jaki by Rezenhart nie był, jest Królem, przysięga lojalności to rzecz święta.","DIA_Recker_WAZNE_03_12","DIA_Recker_WAZNE"
"NONE_11000_Recker","Wenn du mich an dieser Stelle zum Aufbegehren ermutigen willst, ist dies deine letzte Chance, hier ohne Fesseln an deinen Handgelenken zu verschwinden.","Jeżeli w tym momencie chciałbyś namawiać mnie do buntu, to masz ostatnią szansę aby odejść stąd bez kajdan na nadgarstkach.","DIA_Recker_WAZNE_03_13","DIA_Recker_WAZNE"
"PC_HERO","Recker, was nützt dir deine Loyalität, wenn das Königreich fällt?","Recker, co po twojej lojalności jeżeli królestwo upadnie?","DIA_Recker_WAZNE_A1_15_01","DIA_Recker_WAZNE_A1"
"NONE_11000_Recker","Romulus, ich warne dich zum letzten Mal!","Romulusie, ostrzegam cię po raz ostatni!","DIA_Recker_WAZNE_A1_03_02","DIA_Recker_WAZNE_A1"
"PC_HERO","Versteh, dass Rezenhart ein hoffnungsloser König ist, der nur an Spielen, Geld und der Befriedigung der Magnaten und aller Arten von Aristokratie interessiert ist.","Zrozum, że Rezenhart jest beznadziejnym królem, interesują go tylko igrzyska, pieniądze i zadowolenie magnaterii i wszelkiej maści arystokracji.","DIA_Recker_WAZNE_A1_15_03","DIA_Recker_WAZNE_A1"
"PC_HERO","Andere Menschen sind ihm scheißegal, die Krise spitzt sich zu, und die Folgen all dessen werden beklagenswert sein.","W dupie ma innych ludzi, kryzys się pogłebia, a skutki tego wszystkiego będą opłakane.","DIA_Recker_WAZNE_A1_15_04","DIA_Recker_WAZNE_A1"
"PC_HERO","Öffne deine Augen für das alles!","Przejrzyj na oczy do diabła!","DIA_Recker_WAZNE_A1_15_05","DIA_Recker_WAZNE_A1"
"NONE_11000_Recker","Du wirst mich nicht zum Rebellen machen, du wirst meinen Namen nicht besudeln!","Nie zrobisz ze mnie buntownika, nie splamisz mojego imienia!","DIA_Recker_WAZNE_A1_03_06","DIA_Recker_WAZNE_A1"
"NONE_11000_Recker","Nur weil du uns geholfen hast, die Banditen loszuwerden, verschone ich an dieser Stelle dein Leben.","Tylko ze względu na fakt, że pomogłeś nam pozbyć się bandytów, daruję ci w tym momencie życie.","DIA_Recker_WAZNE_A1_03_07","DIA_Recker_WAZNE_A1"
"NONE_11000_Recker","Jetzt geh mir aus den Augen.","A teraz zejdź mi z oczu.","DIA_Recker_WAZNE_A1_03_08","DIA_Recker_WAZNE_A1"
"PC_HERO","Ich stelle dir den echten König vor, vielleicht siehst du es dann.","Przedstawię ci prawdziwego Króla, może wtedy przejrzysz na oczy.","DIA_Recker_WAZNE_A2_15_01","DIA_Recker_WAZNE_A2"
"NONE_11000_Recker","Wovon zum Teufel redest du da?","O czym ty do cholery mówisz?","DIA_Recker_WAZNE_A2_03_02","DIA_Recker_WAZNE_A2"
"PC_HERO","Folge mir.","Chodź za mną.","DIA_Recker_WAZNE_A2_15_03","DIA_Recker_WAZNE_A2"
"NONE_11000_Recker","Wer ist das Romulus?","Kto to jest Romulusie?","DIA_Recker_COJESTKTOTO_03_01","DIA_Recker_COJESTKTOTO"
"PC_HERO","Das ist Kaly, ich meine Keldrom.","To jest Kaly, znaczy się, Keldrom.","DIA_Recker_COJESTKTOTO_15_02","DIA_Recker_COJESTKTOTO"
"NONE_11000_Recker","(droht) Was war das? Keldrom? Du lebst!?","Słucham? Keldrom? Ty żyjesz!?","DIA_Recker_COJESTKTOTO_03_03","DIA_Recker_COJESTKTOTO"
"NONE_11000_Recker","Romulus, weißt du, wie viele Leute nach ihm suchen?","Romulusie, wiesz ilu ludzi go szuka?","DIA_Recker_COJESTKTOTO_03_04","DIA_Recker_COJESTKTOTO"
"PC_HERO","Weißt du, wie viele Menschen ihn unterstützen?","A ty wiesz ilu ludzi go popiera?","DIA_Recker_COJESTKTOTO_15_05","DIA_Recker_COJESTKTOTO"
"PC_HERO","Hauptmann, dies ist der rechtmäßige Thronfolger. Rezenhart hat seinen eigenen Vater ermordet, um den Thron zu besteigen.","Kapitanie, to jest prawowity następca tronu. Rezenhart zamordował własnego ojca aby przejąć tron.","DIA_Recker_COJESTKTOTO_15_06","DIA_Recker_COJESTKTOTO"
"PC_HERO","Der wahre König steht neben dir!","Prawdziwy król stoi obok ciebie!","DIA_Recker_COJESTKTOTO_15_07","DIA_Recker_COJESTKTOTO"
"NONE_11000_Recker","Ich kann es nicht glauben, ich muss mich hinsetzen…","To nie do wiary, muszę ochłonąć…","DIA_Recker_COJESTKTOTO_03_08","DIA_Recker_COJESTKTOTO"
"PC_HERO","Höre am besten in dich selber hinein.","Porozmawiajcie sobie sami najlepiej.","DIA_Recker_COJESTKTOTO_15_09","DIA_Recker_COJESTKTOTO"
"NONE_11000_Recker","Ich stimme zu, euch zu helfen. Als ich mit Keldrome sprach, wurde mir klar, wie sehr Panamat wegen Rezenharts Herrschaft in Aufruhr ist.","Zgadzam się wam pomóc. Rozmowa z Keldromem uświadomiła mnie, jak bardzo Panamat jest w rozsypce przez panowanie Rezenharta.","DIA_Recker_NOTOPLAN_03_01","DIA_Recker_NOTOPLAN"
"NONE_11000_Recker","Dies ist mein Land und ich werde mein Bestes tun, um es wieder zu seinem früheren Glanz zu bringen.","To jest mój kraj i dołożę wszelkich starań, aby wrócił do dawnej chwały.","DIA_Recker_NOTOPLAN_03_02","DIA_Recker_NOTOPLAN"
"PC_HERO","Darüber bin ich sehr froh.","Cieszy mnie to.","DIA_Recker_NOTOPLAN_15_03","DIA_Recker_NOTOPLAN"
"NONE_11000_Recker","Wir müssen Tameron loswerden, er ist Rezenharts jämmerlicher Diener, für den nur Geld zählt.","Musimy pozbyć się Tamerona, to jest nędzny sługus Rezenharta, dla którego liczą się tylko pieniądze.","DIA_Recker_NOTOPLAN_03_04","DIA_Recker_NOTOPLAN"
"NONE_11000_Recker","Lass ihn das Schicksal von Proxemo teilen!","Niech podzieli los Proxemo!","DIA_Recker_NOTOPLAN_03_05","DIA_Recker_NOTOPLAN"
"PC_HERO","Wann willst du ihn töten?","Kiedy chcesz go zabić?","DIA_Recker_NOTOPLAN_15_06","DIA_Recker_NOTOPLAN"
"NONE_11000_Recker","Sobald du das Regenwald-Turnier gewinnst.","Jak tylko wygrasz turniej w Rainwood.","DIA_Recker_NOTOPLAN_03_07","DIA_Recker_NOTOPLAN"
"NONE_11000_Recker","Wenn du die Arena verlässt, wird Keldrom auf dich warten und dir sagen, was als nächstes zu tun ist.","Gdy wyjdziesz z areny, będzie czekał na ciebie Keldrom, on ci powie co dalej.","DIA_Recker_NOTOPLAN_03_08","DIA_Recker_NOTOPLAN"
"PC_HERO","Was ist mit den Wächtern im Wald?","A co ze strażnikami w lesie?","DIA_Recker_NOTOPLAN_15_09","DIA_Recker_NOTOPLAN"
"NONE_11000_Recker","Das sind meine Leute, sie sind zu niemandem so loyal wie zu mir.","To są moi ludzie, nikomu nie są tak bardzo lojalni jak mi.","DIA_Recker_NOTOPLAN_03_10","DIA_Recker_NOTOPLAN"
"NONE_11000_Recker","Okay, dann muss ich nur noch auf deinen Sieg warten. Nochmals vielen Dank, dass du mich König Keldrom vorgestellt hattest.","Dobrze, w takim razie zostaje mi tylko czekać na twoją wygraną. Dzięki jeszcze raz, że dane było mi dzięki tobie poznać Króla Keldroma.","DIA_Recker_NOTOPLAN_03_11","DIA_Recker_NOTOPLAN"
"PC_HERO","Und das war's dann?","I tyle?","DIA_Recker_AfterKilling_15_01","DIA_Recker_AfterKilling"
"NONE_11000_Recker","Die Wachen wissen bereits alles. Wir werden die Leiche verstecken und warten, bis sich die Zuschauer zerstreut haben.","Strażnicy już wszystko wiedzą. Ukryjemy ciało i zaczekamy, aż widzowie się rozejdą.","DIA_Recker_AfterKilling_03_02","DIA_Recker_AfterKilling"
"NONE_11000_Recker","Kaly wartet im Gasthaus auf dich.","Kaly czeka na ciebie w karczmie.","DIA_Recker_AfterKilling_03_03","DIA_Recker_AfterKilling"
"NONE_11000_Recker","Wir sehen uns wieder.","Jeszcze się spotkamy.","DIA_Recker_AfterKilling_03_04","DIA_Recker_AfterKilling"
"PC_HERO","Bis bald!","Tak jest!","DIA_Recker_AfterKilling_15_05","DIA_Recker_AfterKilling"
"PAL_11802_Dobosz","Starrst du auf meine Trommel!?","Gapisz mi się na bęben!?","DIA_Dobosz_BEBECH1_03_01","DIA_Dobosz_BEBECH1"
"PC_HERO","Ich habe mich nur umgeschaut.","Zerknąłem tylko.","DIA_Dobosz_BEBECH1_15_02","DIA_Dobosz_BEBECH1"
"PAL_11802_Dobosz","Starr mich nicht an!","Nie gap się!","DIA_Dobosz_BEBECH2_03_01","DIA_Dobosz_BEBECH2"
"PC_HERO","Ich mache gar nichts.","Nic nie robię.","DIA_Dobosz_BEBECH2_15_02","DIA_Dobosz_BEBECH2"
"PC_HERO","Die Aufschrift auf der Rüstung lautete: 'RECKER'.","Czytałem napis na pancerzu: 'RECKER'.","DIA_Dobosz_BEBECH2_15_03","DIA_Dobosz_BEBECH2"
"NONE_9951_Kamil","Woher kommst du?","Skąd się tu wziąłeś?","DIA_Kamil_HELLO_03_01","DIA_Kamil_HELLO"
"PC_HERO","Dasselbe könnte ich dich auch fragen. Ich wurde von Proxemos Männern entführt.","Ciebie mógłbym równie dobrze zapytać o to samo. Zostałem porwany przez ludzi Proxemo.","DIA_Kamil_HELLO_15_02","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Ich auch. Ich werde wahrscheinlich bald in der Axt eines Gladiators landen oder in den Rachen eines Monsters.","Ja też. Pewnie niedługo skończę pod toporem gladiatora, czy w paszczy potwora.","DIA_Kamil_HELLO_03_03","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Die meisten Menschen hier warten auf den Tod, aber ich nicht.","Większość tu czeka na śmierć, ale ja nie.","DIA_Kamil_HELLO_03_04","DIA_Kamil_HELLO"
"PC_HERO","Was ist dein Plan?","Jaki masz plan?","DIA_Kamil_HELLO_15_05","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Ich brauche jemanden, der sich frei entlang der Küste bewegen kann, um keinen Verdacht zu erregen.","Potrzebny mi ktoś, kto może swobodnie poruszać się po wybrzeżu, by nie wzbudzać podejrzeń.","DIA_Kamil_HELLO_03_06","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Ich kann nicht einmal aus den Slums heraus.","Ja to nie mogę nawet wyjść ze slumsów.","DIA_Kamil_HELLO_03_07","DIA_Kamil_HELLO"
"NONE_9951_Kamil","So jemand ist zum Beispiel ein Gladiator.","Kimś takim jest na przykład gladiator.","DIA_Kamil_HELLO_03_08","DIA_Kamil_HELLO"
"PC_HERO","Ich bin noch keiner. Aber was würde es mir bringen, dir zu helfen?","Ja nim jak na razie nie jestem. Ale co by mi przyszło z pomocy tobie?","DIA_Kamil_HELLO_15_09","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Braucht es immer eine Belohnung? Es ist schwer für einen Slumbewohner etwas zu geben.","Zawsze musi coś przychodzić? Trudno, by mieszkaniec slumsów miał się czym podzielić.","DIA_Kamil_HELLO_03_10","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Aber du wirst wertvolle Erfahrungen sammeln. Du wirst dich nicht langweilen.","Ale nabędziesz cennego doświadczenia. Nie będziesz się nudził.","DIA_Kamil_HELLO_03_11","DIA_Kamil_HELLO"
"PC_HERO","Ich werde daran denken.","Będę o tym pamiętał.","DIA_Kamil_HELLO_15_12","DIA_Kamil_HELLO"
"PC_HERO","Also ich zum Beispiel.","Czyli na przykład ja.","DIA_Kamil_HELLO_15_13","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Das ist großartig. Aber zurück zu dem Grund, warum ich hoffe zu entkommen.","To świetnie. Ale wrócę do tego, czemu jednak mam nadzieję na ucieczkę.","DIA_Kamil_HELLO_03_14","DIA_Kamil_HELLO"
"NONE_9951_Kamil","In dem Dorf, in dem ich lebte, war ich mit einem Mädchen zusammen. Vielleicht wäre da noch mehr dran, wenn da nicht diese verdammten Wachen wären.","W wiosce, w której mieszkałem, byłem z dziewczyną. Może byłoby coś z tego więcej, gdyby nie ci przeklęci strażnicy.","DIA_Kamil_HELLO_03_15","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Während wir zusammen waren, begannen uns Geräusche und Schreie zu erreichen. Die Wachen fingen an, an unsere Tür zu hämmern.","Gdy akurat byliśmy razem, zaczęły dobiegać do nas hałasy i krzyki. Strażnicy zaczęli walić w nasze drzwi.","DIA_Kamil_HELLO_03_16","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Wir wollten aus dem Fenster springen, aber wir würden ins Feuer fallen. Ich kam auf die Idee, mich in der Küche zu verstecken.","Chcieliśmy wyskoczyć przez okno, ale wpadlibyśmy w ogień. Wpadłem na pomysł, by schować się w kuchence.","DIA_Kamil_HELLO_03_17","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Allerdings passte nur eine Person hinein, also versteckte ich Rebecca trotz ihres Widerstands dort.","Jednak zmieścić się w niej mogła tylko jedna osoba, więc mimo jej oporu, schowałem tam Rebekę.","DIA_Kamil_HELLO_03_18","DIA_Kamil_HELLO"
"NONE_9951_Kamil","In diesem Moment brachen die Wachen die Tür auf und ich ergab mich in der Hoffnung, dass sie mich wenigstens nicht töten würden.","W tym momencie strażnicy wyważyli drzwi i się poddałem licząc, że mnie chociaż nie zabiją.","DIA_Kamil_HELLO_03_19","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Sie holten mich aus dem Haus und sie suchten nichts mehr darin. Rebekah könnte also am Leben sein. Deshalb will ich zurück.","Wyciągnęli mnie z domu i już nic w nim nie szukali, więc Rebeka może żyje. Dlatego chcę wrócić.","DIA_Kamil_HELLO_03_20","DIA_Kamil_HELLO"
